PROBEID,SYMBOL
8137566,RNF32
8137582,
8137584,NOM1
8137596,UBE3C
8137627,DNAJB6
8137627,TMEM135
8137635,
8137637,
8137639,DYNC2I1
8137666,LINC00266-1
8137666,PCMTD2
8137666,LINC01881
8137668,
8137670,PDGFA
8137675,PRKAR1B
8137680,ADAP1
8137693,COX19
8137693,ADAP1
8137700,C7orf50
8137707,MIR339
8137709,ZFAND2A
8137715,MICALL2
8137739,INTS1
8137781,LOC100128653
8137783,TMEM184A
8137798,PSMG3
8137802,LNCRI
8137805,MAD1L1
8137826,MRM2
8137833,SNX8
8137847,BRAT1
8137863,
8137865,GNA12
8137874,CARD11
8137900,ERVK-6
8137900,ERVK-4
8137900,ERVK-9
8137900,ERVK-19
8137903,ERVK-6
8137903,ERVK-4
8137903,ERVK-9
8137903,ERVK-19
8137906,RADIL
8137925,
8137927,PAPOLB
8137931,MMD2
8137942,TNRC18
8137953,TNRC18
8137959,TNRC18
8137962,LOC100129484
8137964,FBXL18
8137979,ACTB
8137986,RNF216
8138007,
8138009,RSPH10B2
8138009,RSPH10B
8138030,PMS2
8138043,
8138045,EIF2AK1
8138065,
8138067,CYTH3
8138084,
8138086,
8138088,FAM220A
8138091,DAGLB
8138108,KDELR2
8138116,ZNF12
8138128,CCZ1
8138128,CCZ1B
8138145,OR7E37P
8138145,OR7E12P
8138145,OR7E14P
8138145,OR7E47P
8138145,CCZ1P-OR7E38P
8138147,UNC93B1
8138151,OR7E37P
8138151,OR7E12P
8138151,OR7E14P
8138151,CCZ1P-OR7E38P
8138155,
8138157,COL28A1
8138189,RPA3
8138202,ICA1
8138224,NDUFA4
8138231,THSD7A
8138258,VWDE
8138277,VWDE
8138287,
8138289,ETV1
8138308,
8138310,DGKB
8138337,AGMO
8138353,MEOX2
8138361,RPL36A
8138361,RPL36A-HNRNPH2
8138363,SOSTDC1
8138370,ANKMY2
8138381,AGR2
8138392,AGR3
8138401,SNX13
8138435,PRPS1L1
8138440,
8138442,TWIST1
8138450,FERD3L
8138454,POLR1F
8138459,TMEM196
8138466,MACC1
8138474,SP8
8138483,
8138485,
8138487,
8138489,CDCA7L
8138504,RAPGEF5
8138527,STEAP1B
8138531,EEF1A1
8138542,IL6-AS1
8138545,
8138547,TOMM7
8138547,C4orf46
8138553,FAM126A
8138566,IGF2BP3
8138581,TRA2A
8138592,TRA2A
8138596,CLK2P1
8138598,
8138600,
8138602,GSDME
8138613,OSBPL3
8138640,CYCS
8138647,C7orf31
8138662,NPVF
8138668,MIR148A
8138670,HNRNPA2B1
8138686,KIAA0087
8138689,SKAP2
8138706,
8138708,HOXA1
8138718,HOXA2
8138721,HOXA3
8138728,HOXA4
8138735,HOXA5
8138741,HOXA6
8138745,HOXA7
8138749,HOXA9
8138749,HOXA10-HOXA9
8138757,HOXA10
8138757,HOXA10-HOXA9
8138765,HOXA11
8138770,HOXA13
8138773,EIF4H
8138776,HIBADH
8138789,JAZF1
8138795,
8138797,
8138799,TRIL
8138805,CPVL
8138822,
8138824,SCRN1
8138834,FKBP14
8138842,NOD1
8138857,GGCT
8138862,GARS1-DT
8138865,CRHR2
8138882,NEUROD6
8138888,PDE1C
8138912,LSM5
8138920,
8138922,KBTBD2
8138930,RP9P
8138939,
8138941,NT5C3A
8138948,
8138950,RP9
8138956,
8138958,NPSR1-AS1
8138977,DPY19L1
8138988,DPY19L2P1
8138995,
8138997,TBX20
8139003,HERPUD2
8139015,
8139017,
8139019,
8139021,KIAA0895
8139031,
8139033,AOAH
8139055,
8139057,ELMO1
8139083,
8139085,
8139087,SFRP4
8139100,TRGC2
8139100,TARP
8139107,TRGV9
8139107,TARP
8139113,TRGV7
8139118,TRGV5
8139121,TRGV3
8139121,TRGC2
8139121,TARP
8139121,TRGV5
8139125,TRGV3
8139125,TRGC2
8139125,TARP
8139128,
8139131,AMPH
8139158,
8139160,FAM183BP
8139163,FAM183BP
8139165,VPS41
8139196,
8139198,RWDD4
8139201,
8139203,MPLKIP
8139207,INHBA
8139212,GLI3
8139228,C7orf25
8139232,PSMA2
8139242,
8139244,COA1
8139250,URGCP-MRPS24
8139250,MRPS24
8139256,URGCP
8139256,URGCP-MRPS24
8139264,POLR2J4
8139264,POLR2J2
8139264,POLR2J3
8139264,POLR2J
8139270,RASA4CP
8139270,RASA4
8139270,RASA4B
8139276,PGAM2
8139281,POLM
8139281,MIR6838
8139299,POLD2
8139307,MYL7
8139314,GCK
8139330,CAMK2B
8139356,NUDCD3
8139365,
8139367,NPC1L1
8139392,DDX56
8139411,TMED4
8139421,H2AZ2
8139430,PURB
8139433,MYO1G
8139456,SNORA9
8139456,SNHG15
8139458,
8139460,NACAD
8139468,TBRG4
8139482,SNORA5A
8139484,SNORA5C
8139486,SNORA5B
8139486,TBRG4
8139488,IGFBP3
8139500,TNS3
8139534,PKD1L1
8139592,HUS1
8139606,SUN3
8139622,ZPBP
8139632,FIGNL1
8139640,DDC
8139656,GRB10
8139678,
8139680,COBL
8139695,
8139697,
8139699,LINC01446
8139706,SEC61G
8139712,VOPP1
8139721,
8139723,FKBP9P1
8139727,SEPTIN14
8139737,PSPH
8139746,PHKG1
8139758,CHCHD2
8139763,NUPR2
8139765,
8139767,
8139769,LOC401357
8139772,ZNF479
8139776,
8139778,
8139780,
8139782,
8139784,
8139786,
8139788,
8139790,
8139792,
8139794,
8139796,LOC105375299
8139798,
8139800,ZNF98
8139800,ZNF733P
8139800,ZNF479
8139800,ZNF716
8139800,ZNF735
8139804,ARAFP2
8139806,
8139808,
8139810,
8139812,
8139814,
8139816,
8139818,
8139820,ZNF680
8139826,
8139828,LOC441239
8139832,ERV3-1
8139832,ZNF117
8139840,ERV3-1
8139843,
8139845,LOC441242
8139845,LOC105375333
8139857,
8139859,GUSB
8139873,LINC00174
8139879,
8139881,
8139883,
8139885,
8139887,
8139889,
8139891,SBDS
8139896,PMS2P2
8139896,PMS2P4
8139896,DTX2P1-UPK3BP1-PMS2P11
8139896,PMS2P5
8139896,PMS2P7
8139896,LOC441259
8139896,PMS2P3
8139896,PMS2P1
8139896,PMS2
8139896,PMS2P9
8139896,PMS2P6
8139901,
8139903,
8139905,
8139907,
8139909,
8139911,
8139913,
8139915,
8139917,
8139919,
8139921,CALN1
8139933,
8139935,TYW1B
8139941,
8139943,SPDYE7P
8139947,NSUN5P1
8139947,NSUN5P2
8139947,NSUN5
8139966,TRIM73
8139966,TRIM74
8139966,TRIM50
8139975,
8139977,STAG3L1
8139977,STAG3L3
8139977,STAG3L2
8139977,STAG3L5P-PVRIG2P-PILRB
8139996,SPDYE1
8139996,SPDYE8
8139996,SPDYE14
8139996,SPDYE3
8139996,SPDYE6
8139996,SPDYE5
8139996,SPDYE2
8139996,SPDYE2B
8139996,SPDYE7P
8140009,SPDYE1
8140009,SPDYE14
8140009,SPDYE8
8140009,SPDYE3
8140009,SPDYE6
8140009,SPDYE5
8140009,SPDYE2
8140009,SPDYE2B
8140009,SPDYE7P
8140020,NSUN5
8140028,TRIM50
8140033,
8140035,
8140037,BAZ1B
8140061,BCL7B
8140070,TBL2
8140085,MLXIPL
8140107,DNAJC30
8140113,STX1A
8140127,
8140129,ABHD11
8140140,CLDN3
8140144,METTL27
8140151,RFC2
8140166,
8140168,
8140170,GTF2IRD2B
8140170,GTF2IRD2
8140196,STAG3L1
8140196,STAG3L2
8140196,STAG3L3
8140196,STAG3
8140196,STAG3L5P-PVRIG2P-PILRB
8140211,SPDYE1
8140211,SPDYE8
8140211,SPDYE14
8140211,SPDYE3
8140211,SPDYE6
8140211,SPDYE5
8140211,SPDYE2
8140211,SPDYE2B
8140211,SPDYE7P
8140220,RCC1L
8140227,NCF1
8140227,NCF1B
8140227,NCF1C
8140239,PMS2P7
8140239,PMS2P2
8140239,LOC441259
8140239,PMS2P5
8140239,PMS2P6
8140239,DTX2P1-UPK3BP1-PMS2P11
8140239,PMS2P9
8140239,PMS2P1
8140239,PMS2P3
8140239,PMS2
8140239,PMS2P4
8140249,CASTOR2
8140249,CASTOR3
8140258,PMS2P7
8140258,PMS2P6
8140258,PMS2P2
8140258,LOC441259
8140258,PMS2P5
8140258,DTX2P1-UPK3BP1-PMS2P11
8140258,PMS2P9
8140258,PMS2P1
8140258,PMS2P3
8140258,PMS2
8140258,PMS2P4
8140269,PMS2P7
8140269,PMS2P6
8140269,PMS2P2
8140269,LOC441259
8140269,DTX2P1-UPK3BP1-PMS2P11
8140269,PMS2P5
8140269,PMS2P9
8140269,PMS2P1
8140269,PMS2P3
8140269,PMS2
8140269,PMS2P4
8140280,PMS2P7
8140280,PMS2P2
8140280,LOC441259
8140280,DTX2P1-UPK3BP1-PMS2P11
8140280,PMS2P5
8140280,PMS2P9
8140280,PMS2P6
8140280,PMS2P1
8140280,PMS2P3
8140280,PMS2
8140280,PMS2P4
8140291,LOC541473
8140291,FKBP6
8140291,LOC100101148
8140297,POM121C
8140297,POM121
8140297,POMZP3
8140311,PMS2P3
8140317,
8140319,HIP1
8140356,HIP1
8140358,CCL26
8140367,CCL24
8140371,TMEM120A
8140386,STYXL1
8140398,YWHAG
8140403,SSC4D
8140420,FDPSP2
8140424,SPDYE5
8140424,SPDYE1
8140424,SPDYE14
8140424,SPDYE2
8140424,SPDYE6
8140424,SPDYE2B
8140424,SPDYE3
8140424,SPDYE8
8140424,SPDYE7P
8140433,POM121C
8140433,POM121
8140433,POMZP3
8140433,ZP3
8140443,FDPSP2
8140445,SPDYE1
8140445,SPDYE8
8140445,SPDYE14
8140445,SPDYE3
8140445,SPDYE6
8140445,SPDYE5
8140445,SPDYE2
8140445,SPDYE2B
8140445,SPDYE7P
8140454,SPDYE5
8140454,SPDYE1
8140454,SPDYE14
8140454,SPDYE2
8140454,SPDYE6
8140454,SPDYE2B
8140454,SPDYE3
8140454,SPDYE8
8140454,SPDYE7P
8140461,FAM185A
8140463,FGL2
8140468,GSAP
8140478,GSAP
8140498,
8140500,TMEM60
8140504,MAGI2
8140530,
8140532,
8140534,SEMA3C
8140554,
8140556,HGF
8140579,CACNA2D1
8140620,PCLO
8140650,SEMA3E
8140668,SEMA3A
8140686,SEMA3D
8140707,
8140709,ELAPOR2
8140730,TMEM243
8140737,
8140739,TP53TG1
8140752,ABCB4
8140782,ABCB1
8140814,SLC25A40
8140828,SRI
8140840,STEAP4
8140850,
8140852,TEX47
8140855,
8140857,
8140859,MTERF1
8140864,CYP51A1
8140869,LRRD1
8140878,KRIT1
8140907,
8140909,ERVW-1
8140915,PEX1
8140942,FAM133B
8140942,FAM133DP
8140942,LOC100421561
8140942,FAM133CP
8140955,CDK6
8140965,
8140967,SAMD9
8140971,SAMD9L
8140984,HEPACAM2
8140995,CALCR
8141016,TFPI2
8141024,BET1
8141035,SGCE
8141050,RPS3A
8141052,PON1
8141066,PON3
8141076,PON2
8141094,PDK4
8141107,SLC25A13
8141127,SEM1
8141133,SEM1
8141138,
8141140,DLX5
8141146,
8141148,
8141150,ASNS
8141166,CZ1P-ASNS
8141169,CCZ1P-OR7E38P
8141173,OCM
8141173,OCM2
8141180,TECPR1
8141206,BAIAP2L1
8141222,RPS3A
8141228,TMEM130
8141239,
8141241,SMURF1
8141263,KPNA7
8141273,PDAP1
8141281,
8141283,ATP5MF-PTCD1
8141283,PTCD1
8141295,ATP5MF
8141295,ATP5MF-PTCD1
8141303,
8141305,ZNF394
8141311,FAM200A
8141317,CYP3A4
8141328,CYP3A5
8141342,CYP3A7
8141342,CYP3A7-CYP3A51P
8141358,
8141361,OR2AE1
8141363,TRIM4
8141371,GJC3
8141374,AZGP1
8141380,ZNF3
8141395,MCM7
8141419,MIR25
8141421,MIR93
8141423,MIR106B
8141425,TAF6
8141445,TRAPPC14
8141445,MIR4658
8141459,GAL3ST4
8141463,GAL3ST4
8141463,GPC2
8141466,GPC2
8141477,CASTOR3
8141490,PMS2P1
8141498,ZCWPW1
8141517,PPP1R35
8141522,C7orf61
8141526,TSC22D4
8141533,
8141535,SAP25
8141535,LRCH4
8141535,ZASP
8141560,TFR2
8141580,ACTL6B
8141595,GIGYF1
8141625,EPHB4
8141643,UFSP1
8141648,ACHE
8141659,
8141661,
8141664,VGF
8141669,NAT16
8141676,MOGAT3
8141688,PLOD3
8141708,CLDN15
8141717,CLDN15
8141717,FIS1
8141726,
8141728,IFT22
8141737,MYL10
8141746,
8141748,
8141750,SPDYE2
8141750,SPDYE6
8141750,SPDYE1
8141750,SPDYE14
8141750,SPDYE2B
8141750,SPDYE5
8141750,SPDYE3
8141750,SPDYE8
8141750,SPDYE7P
8141757,ALKBH4
8141762,POLR2J
8141765,
8141768,RASA4B
8141768,RASA4CP
8141768,RASA4
8141768,POLR2J4
8141791,POLR2J3
8141791,POLR2J4
8141791,UPK3BL1
8141791,POLR2J2
8141795,POLR2J4
8141795,POLR2J2
8141795,POLR2J3
8141795,POLR2J
8141803,RASA4
8141803,RASA4B
8141803,RASA4CP
8141803,POLR2J4
8141829,POLR2J3
8141829,UPK3BL1
8141829,POLR2J2
8141829,POLR2J4
8141829,POLR2J
8141843,RASA4
8141846,FBXL13
8141872,NAPEPLD
8141882,DPY19L2P2
8141896,
8141898,DNAJC2
8141922,SLC26A5
8141946,
8141950,RELN
8142017,
8142019,ORC5
8142036,SRPK2
8142059,
8142061,PUS7
8142079,EFCAB10
8142084,
8142087,ATXN7L1
8142096,ATXN7L1
8142098,ATXN7L1
8142100,ATXN7L1
8142102,ATXN7L1
8142104,ATXN7L1
8142110,SYPL1
8142120,NAMPT
8142136,CCDC71L
8142143,COG5
8142169,
8142171,SLC26A3
8142194,LAMB1
8142230,
8142232,LAMB4
8142270,NRCAM
8142307,PNPLA8
8142324,THAP5
8142329,LINC02903
8142332,IMMP2L
8142343,
8142345,DOCK4
8142401,
8142403,
8142405,
8142407,TMEM168
8142415,BMT2
8142424,GPR85
8142431,SMIM30
8142435,PPP1R3A
8142444,
8142446,
8142448,
8142450,
8142452,TFEC
8142464,
8142466,
8142468,TPM3P9
8142468,TPM3
8142471,WNT2
8142480,ASZ1
8142497,CTTNBP2
8142522,
8142524,TSPAN12
8142534,
8142536,
8142538,
8142540,FAM3C
8142554,AASS
8142580,FEZF1
8142585,CADPS2
8142618,RNF133
8142622,RNF148
8142624,TAS2R16
8142628,SLC13A1
8142646,IQUB
8142661,
8142663,NDUFA5
8142671,WASL
8142685,TMEM229A
8142687,GPR37
8142692,C7orf77
8142697,POT1
8142718,GRM8
8142730,ZNF800
8142740,GCC1
8142747,PAX4
8142763,
8142765,LRRC4
8142770,RBM28
8142774,RBM28
8142795,IMPDH1
8142814,OPN1SW
8142821,KCP
8142830,KCP
8142852,TNPO3
8142876,
8142878,CDC26
8142880,MIR182
8142882,MIR96
8142884,MIR183
8142886,UBE2H
8142897,
8142899,ZC3HC1
8142912,TMEM209
8142930,CEP41
8142945,TSGA13
8142945,COPG2
8142971,KLF14
8142975,MIR29A
8142977,MIR29B1
8142979,
8142981,PODXL
8142993,
8142997,PLXNA4
8143028,CHCHD3
8143035,EEF1G
8143038,
8143040,SLC35B4
8143054,AKR1B1
8143065,CYREN
8143070,WDR91
8143088,CNOT4
8143108,
8143110,SLC13A4
8143127,FAM180A
8143132,LUZP6
8143132,MTPN
8143142,
8143144,PTN
8143154,DGKI
8143188,CREB3L2
8143205,
8143207,
8143209,SVOPL
8143221,ATP6V0A4
8143247,KIAA1549
8143268,
8143270,ZC3HAV1L
8143279,ZC3HAV1
8143294,
8143296,KLRG2
8143307,HIPK2
8143327,PARP12
8143341,KDM7A
8143363,
8143365,
8143367,SLC37A3
8143383,
8143385,
8143387,MKRN1
8143397,DENND2A
8143417,BRAF
8143417,KIAA1549
8143433,MRPS33
8143437,
8143441,DENND11
8143448,WEE2-AS1
8143457,
8143459,
8143461,
8143463,PRSS37
8143471,CLEC5A
8143482,TAS2R38
8143486,PRSS58
8143494,PRSS59P
8143499,TRPV6
8143518,TRPV5
8143534,KEL
8143555,OR9A2
8143557,OR6W1P
8143562,
8143564,FAM131B
8143575,EPHA1
8143594,
8143597,
8143599,
8143601,CTAGE15
8143601,CTAGE9
8143601,CTAGE6
8143601,CTAGE4
8143601,CTAGE8
8143601,CTAGE11P
8143601,MIA2
8143605,TCAF1
8143610,ARHGEF35
8143610,ARHGEF5
8143610,ARHGEF34P
8143627,OR2A1
8143627,OR2A9P
8143627,OR2A20P
8143627,ARHGEF35-AS1
8143627,OR2A42
8143627,OR2A14
8143629,OR2A4
8143629,OR2A9P
8143629,OR2A20P
8143629,ARHGEF35-AS1
8143633,OR2A7
8143633,OR2A4
8143633,OR2A25
8143633,ARHGEF34P
8143635,NOBOX
8143643,TPK1
8143657,
8143659,
8143661,
8143663,EZH2
8143684,PDIA4
8143697,ZNF786
8143702,ZNF425
8143708,
8143710,
8143712,
8143714,ZNF777
8143725,ZNF746
8143733,ZNF767P
8143747,
8143749,ZNF467
8143759,ATP6V0E2-AS1
8143766,ACTR3C
8143772,RARRES2
8143781,GIMAP6
8143788,
8143790,TMEM176B
8143803,ATG9B
8143825,KCNH2
8143850,CDK5
8143863,FASTK
8143879,TMUB1
8143885,GBX1
8143887,ASB10
8143894,IQCA1L
8143899,IQCA1L
8143905,ABCF2-H2BE1
8143905,ABCF2
8143919,SMARCD3
8143937,
8143939,WDR86
8143941,WDR86
8143949,CRYGN
8143955,
8143957,RHEB
8143961,PRKAG2
8143984,
8143986,
8143988,KMT2C
8144036,XRCC2
8144042,
8144044,ERVFC1-1
8144047,PAXIP1
8144072,CNPY1
8144078,SHH
8144082,LINC01006
8144089,LMBR1
8144112,MNX1
8144117,
8144119,
8144121,PTPRN2
8144121,LOC105379583
8144149,MIR153-2
8144151,THAP5P1
8144153,NCAPG2
8144184,ESYT2
8144213,VIPR2
8144226,
8144228,
8144230,ZNF596
8144239,FBXO25
8144253,DLGAP2
8144267,CLN8
8144279,CLN8
8144281,ARHGEF10
8144315,ARHGEF10
8144317,KBTBD11
8144322,MYOM2
8144361,MCPH1
8144378,AGPAT5
8144388,FAM90A7P
8144388,FAM90A1
8144388,FAM90A10P
8144388,FAM90A25P
8144392,DEFB109B
8144392,DEFB109A
8144395,USP17L25
8144395,USP17L24
8144395,USP17L26
8144395,USP17L27
8144395,USP17L28
8144395,USP17L29
8144395,USP17L30
8144395,USP17L1
8144395,USP17L3
8144395,USP17L8
8144395,USP17L4
8144395,USP17L2
8144395,USP17L5
8144395,USP17L10
8144395,USP17L12
8144395,USP17L11
8144395,USP17L13
8144395,USP17L17
8144395,USP17L18
8144395,USP17L19
8144395,USP17L20
8144395,USP17L21
8144395,USP17L22
8144395,USP17L15
8144395,USP17L6P
8144395,USP17L9P
8144397,USP17L25
8144397,USP17L24
8144397,USP17L26
8144397,USP17L27
8144397,USP17L28
8144397,USP17L29
8144397,USP17L30
8144397,USP17L1
8144397,USP17L3
8144397,USP17L8
8144397,USP17L4
8144397,USP17L2
8144397,USP17L5
8144397,USP17L13
8144397,USP17L17
8144397,USP17L20
8144397,USP17L22
8144397,USP17L6P
8144397,USP17L9P
8144397,USP17L10
8144397,USP17L12
8144397,USP17L11
8144397,USP17L18
8144397,USP17L19
8144397,USP17L21
8144397,USP17L15
8144399,
8144401,DEFB105B
8144401,DEFB105A
8144405,DEFB107A
8144405,DEFB107B
8144410,LINC00965
8144412,LINC00965
8144414,LINC00965
8144416,LINC00965
8144418,LINC00965
8144420,LINC00965
8144422,OR7E5P
8144422,OR7E14P
8144422,OR7E18P
8144422,OR7E154P
8144422,OR7E125P
8144422,OR7E91P
8144422,OR7E2P
8144422,OR7E85BP
8144424,FAM90A7P
8144424,FAM90A1
8144424,FAM90A10P
8144424,FAM90A25P
8144424,FAM90A2P
8144428,FAM90A7P
8144428,FAM90A1
8144428,FAM90A10P
8144428,FAM90A25P
8144428,FAM90A2P
8144432,FAM90A7P
8144432,FAM90A1
8144432,FAM90A10P
8144432,FAM90A25P
8144432,FAM90A2P
8144436,FAM90A7P
8144436,FAM90A1
8144436,FAM90A10P
8144436,FAM90A25P
8144436,FAM90A2P
8144440,FAM90A7P
8144440,FAM90A1
8144440,FAM90A10P
8144440,FAM90A25P
8144440,FAM90A2P
8144444,FAM90A7P
8144444,FAM90A1
8144444,FAM90A10P
8144444,FAM90A25P
8144444,FAM90A2P
8144448,FAM90A10P
8144448,FAM90A7P
8144448,FAM90A1
8144448,FAM90A25P
8144448,FAM90A2P
8144452,DEFB106B
8144452,DEFB106A
8144457,DEFB104B
8144457,DEFB104A
8144460,SPAG11A
8144460,SPAG11B
8144473,DEFB103A
8144473,DEFB103B
8144481,DEFB4A
8144481,DEFB4B
8144488,LINC00965
8144490,LINC00965
8144492,LINC00965
8144494,LINC00965
8144496,OR7E5P
8144496,OR7E14P
8144496,OR7E18P
8144496,OR7E154P
8144496,OR7E125P
8144496,OR7E91P
8144496,OR7E2P
8144496,OR7E85BP
8144498,FAM86B3P
8144503,FAM86B3P
8144505,CLDN23
8144512,
8144514,
8144516,ERI1
8144526,
8144528,TNKS
8144557,MSRA
8144569,
8144571,PRSS55
8144577,C8orf74
8144582,
8144584,
8144586,MTMR9
8144600,SLC35G5
8144604,TDH
8144619,
8144621,FAM167A-AS1
8144625,BLK
8144639,LINC00208
8144643,GATA4
8144656,LINC02905
8144658,NEIL2
8144667,
8144669,FDFT1
8144683,
8144685,
8144687,DEFB135
8144691,ZNF705D
8144691,ZNF705A
8144691,ZNF705B
8144691,ZNF705E
8144691,ZNF705G
8144699,
8144701,
8144703,
8144705,TRMT9B
8144712,TRMT9B
8144717,
8144719,
8144721,C8orf48
8144724,
8144726,TUSC3
8144740,
8144742,MICU3
8144758,ZDHHC2
8144774,VPS37A
8144786,SLC7A2
8144802,PDGFRL
8144810,
8144812,PCM1
8144857,NAT1
8144864,
8144866,NAT2
8144874,
8144878,
8144880,SH2D4A
8144894,INTS10
8144915,
8144917,LPL
8144931,ATP6V1B2
8144947,
8144949,LZTS1-AS1
8144951,
8144953,XPO7
8144982,NPM2
8144993,
8144995,FGF17
8145005,DMTN
8145027,FHIP2B
8145047,SFTPC
8145055,BMP1
8145083,
8145085,POLR3D
8145097,PIWIL2
8145122,SLC39A14
8145134,
8145136,PPP3CC
8145151,SORBS3
8145175,PDLIM2
8145193,C8orf58
8145201,CCAR2
8145225,
8145227,RHOBTB2
8145244,TNFRSF10C
8145244,LOC254896
8145259,CHMP7
8145272,R3HCC1
8145281,SLC25A37
8145291,SLC25A37
8145293,ADAM28
8145317,ADAMDEC1
8145334,ADAM7
8145361,NEFM
8145365,DOCK5
8145418,CDCA2
8145438,
8145440,PPP2R2A
8145454,BNIP3L
8145470,DPYSL2
8145490,PTK2B
8145529,
8145532,EPHX2
8145555,SCARA3
8145566,
8145568,
8145570,ESCO2
8145586,ELP3
8145603,PNOC
8145609,
8145611,FZD3
8145622,
8145624,EXTL3
8145634,
8145636,HMBOX1
8145652,LEPROTL1
8145660,DCTN6
8145669,RBPMS
8145685,
8145687,
8145691,UBXN8
8145702,WRN
8145736,NRG1
8145766,NRG1
8145768,
8145770,
8145772,
8145774,
8145776,
8145778,
8145780,
8145782,MAK16
8145793,SNORD13
8145793,SNORD13P3
8145795,
8145797,
8145799,UNC5D
8145818,
8145820,
8145822,
8145824,
8145827,
8145829,ZNF703
8145835,ERLIN2
8145854,PLPBP
8145865,ADGRA2
8145887,
8145889,EIF4EBP1
8145894,ASH2L
8145912,
8145914,BAG4
8145922,DDHD2
8145942,LETM2
8145954,TACC1
8145977,PLEKHA2
8145989,HTRA4
8146000,ADAM9
8146024,ADAM32
8146051,ADAM5
8146069,ADAM18
8146092,IDO1
8146105,IDO2
8146115,TCIM
8146118,
8146120,
8146122,GOLGA7
8146130,GINS4
8146142,GPAT4
8146157,
8146159,AP3M2
8146171,IKBKB
8146198,POLB
8146216,VDAC3
8146225,SMIM19
8146230,CHRNB3
8146239,
8146241,
8146243,HOOK3
8146268,FNTA
8146278,POMK
8146285,HGSNAT
8146305,
8146307,POTEA
8146322,
8146324,
8146326,
8146328,
8146330,
8146332,
8146334,
8146336,SPIDR
8146353,
8146357,MCM4
8146377,
8146379,UBE2V2
8146388,
8146391,
8146393,PPDPFL
8146401,
8146403,SNTG1
8146423,
8146425,
8146427,PCMTD1
8146429,NPBWR1
8146435,RGS20
8146448,MRPL15
8146456,RNU105C
8146458,
8146460,
8146462,SOX17
8146468,RP1
8146475,XKR4
8146480,
8146482,TGS1
8146500,LYN
8146517,CHCHD7
8146525,
8146527,LINC01602
8146533,FAM110B
8146544,UBXN2B
8146550,SDCBP
8146559,
8146564,RAB2A
8146579,CHD7
8146618,CLVS1
8146625,NKAIN3
8146633,NKAIN3
8146635,
8146637,YTHDF3
8146643,MIR124-2
8146645,BHLHE22
8146647,
8146649,MTFR1
8146660,DNAJC5B
8146669,TRIM55
8146685,RRS1
8146687,ADHFE1
8146703,VXN
8146709,
8146711,C8orf44-SGK3
8146711,C8orf44
8146717,SGK3
8146717,C8orf44-SGK3
8146738,MCMDC2
8146754,
8146756,CSPP1
8146788,
8146790,
8146792,
8146794,PREX2
8146837,
8146839,C8orf34
8146857,
8146859,
8146861,
8146863,SULF1
8146892,
8146894,
8146896,
8146898,
8146900,XKR9
8146906,
8146908,KCNB2
8146914,TERF1
8146921,RDH10
8146930,TMEM70
8146934,LY96
8146941,
8146943,
8146945,GDAP1
8146955,
8146957,PI15
8146967,CRISPLD1
8146986,HNF4G
8147000,ZFHX4
8147012,PKIA
8147019,ZC2HC1A
8147030,STMN2
8147038,
8147040,ZBTB10
8147047,
8147049,FABP5
8147049,FABP5P3
8147057,CHMP4C
8147065,RALYL
8147079,LRRCC1
8147101,E2F5
8147112,CA13
8147123,CA3
8147132,CA2
8147145,ATP6V0D2
8147156,WWP1
8147172,CPNE3
8147194,CNBD1
8147206,RIPK2
8147221,OSGIN2
8147228,DECR1
8147242,
8147244,NECAB1
8147262,OTUD6B
8147273,LRRC69
8147273,SLC26A7
8147303,
8147305,
8147307,CIBAR1
8147313,TMEM67
8147344,PDP1
8147351,ESRP1
8147371,
8147373,
8147375,DPY19L4
8147396,INTS8
8147424,NDUFAF6
8147439,PLEKHF2
8147445,
8147447,PTDSS1
8147461,SDC2
8147469,CPQ
8147479,
8147481,
8147483,MTDH
8147501,
8147503,LAPTM4B
8147516,MATN2
8147541,
8147543,ERICH5
8147548,POP1
8147564,POP1
8147566,KCNS2
8147573,OSR2
8147580,VPS13B
8147650,
8147652,
8147654,POLR2K
8147661,SPAG1
8147683,SPAG1
8147687,
8147689,
8147691,
8147693,NACA4P
8147697,GRHL2
8147715,
8147717,ODF1
8147721,
8147724,ATP6V1C1
8147742,
8147744,
8147746,
8147748,
8147750,
8147752,
8147754,
8147756,BAALC
8147766,FZD6
8147777,CTHRC1
8147785,DCAF13
8147796,RIMS2
8147828,
8147830,DCSTAMP
8147837,ZFPM2
8147848,OXR1
8147862,
8147864,EMC2
8147877,TRHR
8147883,ENY2
8147891,PKHD1L1
8147970,EBAG9
8147986,
8147988,
8147990,
8147992,
8147994,UTP23
8148000,AARD
8148003,SLC30A8
8148018,
8148020,
8148022,MED30
8148029,COLEC10
8148040,MAL2
8148047,
8148049,CCN3
8148057,
8148059,DEPTOR
8148070,COL14A1
8148070,LOC105375730
8148124,MTBP
8148147,
8148149,ZHX2
8148156,
8148158,TBC1D31
8148184,FAM83A
8148194,
8148196,
8148198,NTAQ1
8148206,
8148208,FAM91A1
8148220,FER1L6
8148261,
8148263,TRMT12
8148265,RNF139
8148270,NDUFB9
8148276,ZNF572
8148280,SQLE
8148293,NSMCE2
8148302,
8148304,TRIB1
8148309,
8148313,
8148315,POU5F1B
8148317,MYC
8148325,
8148327,
8148329,
8148331,
8148333,EFR3A
8148358,PHF20L1
8148385,TG
8148435,CCN4
8148446,
